"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44"
"1316",-0.00957547073649519,-0.0417014908540862,0.0559211444316703,0.10286371441713,0.0351698093599763,-0.0293669487571185,0.0220113683238907,0.217736211051216,0.141585144793606,-0.0774619206171309,-0.0465205300705808,0.0422534768118283,-0.102608521422245,0.00950856923479504,0.000240325537971926,-0.0664831480828332,-0.0142316011546154,0.0514269480825479,-0.193373791823032,0.19517121362006,0.152091106876131,-0.0385933182713995,-0.0385933182713995,-0.073926680603704,0.0611409457023368,0.0229367459381633,0.223473362374844,0.197554761075324,-0.0206213750724368,0.0141929755088074,0.0546520730604571,-0.0194823158794419,-0.200488227076874,-0.0599950979570391,-0.0306564459514125,0.012360866041844,0.016772905369537,-0.024438184613229,-0.07661028511113,0.0210037719199632,0.045853238940646,0.0635298690318337,-0.0190879744983531,-0.06542288892486
"1317",-0.00948010188153729,-0.0416298384652042,0.0555961903413741,0.102704347981286,0.0349329161674949,-0.0294758609593752,0.0217038870226931,0.217033969212386,0.140937788032309,-0.0775359792717296,-0.0467180174560409,0.0423668620142528,-0.102585282127354,0.00942209621597555,0.00023891208430711,-0.0664011568200784,-0.0141273805690686,0.0515059550978807,-0.192842632734709,0.194759177522914,0.151576263226078,-0.0384299750366863,-0.0384299750366863,-0.0739566328590039,0.0610419480686016,0.022590325686752,0.223396934746959,0.197484665477929,-0.0207813080753477,0.0144722009589112,0.0544257800874631,-0.0194188068265254,-0.199545751223205,-0.0602905140000254,-0.0306996605111654,0.0124945945565932,0.0169195814623328,-0.02439495919556,-0.076407364988891,0.0207679806788991,0.0459387174781025,0.0637917023616016,-0.0193840234292623,-0.0651734070432272
"1318",-0.00937020240236474,-0.0415501658297078,0.05526745433222,0.102548434419106,0.0346902944959704,-0.0295857115782872,0.0214009075597788,0.21634339182409,0.140292611605723,-0.0776215818483831,-0.0468917459850114,0.0424919721627201,-0.102568081921403,0.00935854349247392,0.000250449065897109,-0.0663289346489604,-0.0140375329631384,0.0515930136042988,-0.192301341745833,0.194337573192219,0.15105471475787,-0.0382546510460133,-0.0382546510460133,-0.07404678406479,0.0609906863451064,0.022293099755557,0.223290354750057,0.197412513404749,-0.0209397737410971,0.0147399522432062,0.0542263075193636,-0.0193780952571997,-0.198603745555934,-0.0605852819441147,-0.0308087301631307,0.0125879779508824,0.0170561078393374,-0.0243490237610265,-0.0762033326473708,0.020548625965523,0.0460451623710258,0.0640404514635528,-0.0196807233328163,-0.0649503151102748
"1319",-0.0092613619698782,-0.0414621566736256,0.0549356042744337,0.102393904378003,0.0344416034742159,-0.029709166109928,0.0210997990731866,0.215659302361769,0.139658689115865,-0.0777151309789026,-0.0470578865772279,0.0426402370605157,-0.102552867428589,0.00930942139432541,0.000268862378102897,-0.0662587766552728,-0.013956379345222,0.0516828728275193,-0.19175437024241,0.193912912605662,0.150531689366033,-0.0380691514440654,-0.0380691514440654,-0.0741767329813727,0.0610033539779966,0.0220552698046424,0.223167814739293,0.197332298469656,-0.021099726412952,0.0149953782102416,0.0540294270763837,-0.0193421181046555,-0.197671297704404,-0.0608858415728158,-0.0309458107947679,0.0126785013124553,0.0171877361212142,-0.0242947391564307,-0.0760118891246382,0.0203410878943829,0.0461678988168503,0.0642735861337483,-0.0199775608720527,-0.0647486486407399
"1320",-0.00910954809629901,-0.0414089012518514,0.0546443703089603,0.102234594126642,0.0342487561866574,-0.0297888601838129,0.0208769687056395,0.215066057431942,0.139097724909034,-0.0778198551517043,-0.0471279871894081,0.0427255495206544,-0.102606562531422,0.00932591283883513,0.000315755701874562,-0.0662400528976613,-0.0138575794023962,0.051762452883469,-0.191234117221644,0.193539718799824,0.150093840697454,-0.0379055426723017,-0.0379055426723017,-0.0741742597109113,0.0609782305637455,0.0218199535027327,0.223016970222698,0.197322157632277,-0.0212641018405281,0.0152271287203408,0.0538251023319839,-0.0193483860358773,-0.19680077425373,-0.0611257256693298,-0.0309767496818428,0.012628078256939,0.017261282891604,-0.0242007505190149,-0.0757903311162929,0.0201383986533738,0.0463262021773211,0.0644714427795336,-0.0201730747822923,-0.0645853645641505
"1321",-0.00903691198447684,-0.0413509719820608,0.0543547891085257,0.102083080688518,0.0340578176978046,-0.0299146598050186,0.0206034518039619,0.214469634373112,0.138563432480365,-0.0778783819201581,-0.0472979945982907,0.0428442278823696,-0.102603966891156,0.00928603546014881,0.000339674636960375,-0.0661796013658417,-0.0137400216391354,0.0518244468836621,-0.190785949264618,0.193211542634607,0.149696179129844,-0.0377607120347843,-0.0377607120347843,-0.0741634641999199,0.0609586775614107,0.021590085878363,0.222960640779557,0.197289115068732,-0.0214278821765794,0.0154688617185442,0.0535771561294904,-0.019279383361336,-0.195975756755641,-0.0614163551891866,-0.030986400052788,0.0127690671816191,0.0173897927660167,-0.0241020972383323,-0.0756318081265607,0.0199069670047215,0.046426119123678,0.0646972440777054,-0.0203845481347031,-0.0643530029332728
"1322",-0.00896437000400993,-0.0412769030481587,0.0540500616063501,0.101938574168225,0.0338383165691192,-0.03004215499652,0.0203020227812532,0.213835943041725,0.13798926589247,-0.0779387077436551,-0.0474923827385772,0.0429801823969053,-0.102572454351667,0.00922649870704749,0.000355099046540906,-0.0660982901321027,-0.0136429557367249,0.0518957954773348,-0.190311222313435,0.192845895961029,0.149246120091097,-0.0376019502266145,-0.0376019502266145,-0.074249027888657,0.0609538713021644,0.0213565789175856,0.22288506415784,0.197216608488967,-0.0215827891858492,0.0157147246002282,0.0533698804984454,-0.0192115976107355,-0.195118124174847,-0.0617189456685356,-0.0310962770185497,0.0129194696938021,0.0175319394555286,-0.0240297505216849,-0.0754650687090655,0.0196885857479976,0.0465189371229669,0.0649360032581755,-0.0206427909025415,-0.0641153012989514
"1323",-0.0088672931863848,-0.0411925480556343,0.0537363739349911,0.101798167673825,0.0335982970174079,-0.0301583948286132,0.0199962365029765,0.21318196921928,0.137383226006596,-0.0780156896847106,-0.0476708010600719,0.0431230569142935,-0.102538193075865,0.0091748260405242,0.000374715208126379,-0.0660183062662507,-0.0135714617157853,0.0519792441698976,-0.189796455482241,0.192440588391433,0.148746766876899,-0.0374262146115793,-0.0374262146115793,-0.0744135641132691,0.0609693267879569,0.0211294249854098,0.222762440021296,0.197121761023121,-0.0217303821994616,0.0159581810083896,0.0532035940178241,-0.0191721973000026,-0.194233086738585,-0.0620148618034061,-0.0312893308760815,0.0130156112580496,0.0176662760231138,-0.0239774135778882,-0.0752782008248764,0.0194946840738211,0.046628540627811,0.0651712968782486,-0.0209290168894895,-0.0639003574161268
"1324",-0.00871670554422775,-0.0411389530266117,0.0534547910195493,0.101653157327966,0.0334040659382322,-0.0302303766851041,0.0197672943194564,0.212602265737346,0.136830555953389,-0.078112487662056,-0.0477486378976356,0.0432097264643336,-0.10257269809685,0.0091898631691481,0.000419696033320592,-0.065988725016256,-0.0134926050460601,0.0520605266013836,-0.18928753157664,0.192066063671655,0.148304060295709,-0.0372628021419972,-0.0372628021419972,-0.0744707466665357,0.0609541246533066,0.0209020558053217,0.22259378910814,0.19708396781409,-0.021881018983535,0.0161789426736587,0.0530378135298081,-0.0191839103192908,-0.19338924821472,-0.0622505093787323,-0.0313977101894819,0.012956826645389,0.0177394485217058,-0.0238962111627028,-0.0750533157678455,0.0193130751910813,0.0467788863529636,0.0653705725177536,-0.0211346978962772,-0.0637372208983357
"1325",-0.00861881220046522,-0.0410887049830909,0.0531852327289214,0.101507732196873,0.033223076163008,-0.0303368307161918,0.0195224664661432,0.212041139241566,0.13632460428815,-0.0781793712418343,-0.0478772963656804,0.0433187573929844,-0.102585179916634,0.00917936530950098,0.000451385437568763,-0.0659411755137147,-0.0133897647669976,0.0521251379554097,-0.188836788614228,0.19174295908149,0.147916844373173,-0.0371174008015324,-0.0371174008015324,-0.0744756133856648,0.060957209278226,0.0207010120361807,0.222492208028733,0.197045623026429,-0.0220360307050641,0.0163973066831069,0.052816816614343,-0.0191434694947649,-0.192600362147253,-0.0625146880326528,-0.0314286139892199,0.0130250823737727,0.0178386379954837,-0.0237960551276141,-0.0748813787643222,0.0191092355440424,0.0468976547140281,0.0655739915038953,-0.0213246881384139,-0.0635378450635304
"1326",-0.00854238351680536,-0.0410239434957195,0.0529007260317346,0.101365950423361,0.033016783833003,-0.030464320376019,0.0192423374528992,0.211438634908729,0.1357951082115,-0.0782385863723947,-0.0480538073388123,0.0434620810445262,-0.102559148947911,0.00913809659757782,0.0004681389266361,-0.0658664934406408,-0.0132971161374814,0.0521903047139321,-0.18837387031928,0.191398366080148,0.147493968401057,-0.0369626177004462,-0.0369626177004462,-0.0745461538450117,0.0609930254077797,0.020511527543761,0.222397077628507,0.196961525034681,-0.0221884573806375,0.0166219657796386,0.0526008180167374,-0.0190798781132438,-0.19179339870983,-0.0628067964374233,-0.0315120947167767,0.0131668210718655,0.0179642209600963,-0.0237105638404212,-0.0747277718037352,0.0189067571830039,0.0469976954518104,0.065791170572042,-0.02155827374618,-0.0633201396556436
"1327",-0.00838057711250715,-0.041007277304791,0.0526655712705014,0.101214133948147,0.0328750569409957,-0.0305223895842776,0.0190790275133974,0.210942626941861,0.135340585859469,-0.0783314726677718,-0.0480806486888202,0.0435179092587765,-0.102639252251021,0.00919239370217193,0.000520878652574869,-0.0658673168083471,-0.0131872673710112,0.0522497704950931,-0.187911949233906,0.191100785738482,0.147152929519293,-0.0368282774533822,-0.0368282774533822,-0.0744509274158234,0.0609772622977093,0.0203129169332313,0.222234656604238,0.19696823960516,-0.0223467955484017,0.0168161004403696,0.0523903117094039,-0.0190908722595524,-0.191039178158895,-0.063004598643012,-0.0314611761874526,0.0130686276880586,0.0179967446673015,-0.0235851621331152,-0.0745100229222818,0.0187172088614116,0.0471643361226772,0.0659566798064109,-0.0216703902903244,-0.0631770195177071
"1328",-0.00831603309018576,-0.0409895549718707,0.0524342767478627,0.101066055849323,0.0327411710172655,-0.0306334991646495,0.018857910614592,0.21043906624174,0.134922469885371,-0.0783666966448694,-0.0482257468436255,0.0436104079324346,-0.102652865064722,0.00917395995506456,0.000542649627849059,-0.0658194742185987,-0.0130458829589922,0.0522861667295106,-0.187538972186061,0.190864005623927,0.146867840423338,-0.0367211261363103,-0.0367211261363103,-0.0743110462961872,0.0609535814280324,0.0201093192697529,0.222193159325972,0.19695085633051,-0.0225101257724719,0.0170248124407812,0.0521099153614388,-0.0190061109626596,-0.190338730197176,-0.0632650094209303,-0.0313452830374547,0.0132144218491734,0.0180944733870474,-0.0234476433528885,-0.0743719764309552,0.0184859670313699,0.0472531045172428,0.0661564336946373,-0.0217946595437473,-0.0629437173661725
"1329",-0.00827510694330869,-0.0409303183920156,0.0521617910241032,0.10092714262107,0.0325394104602975,-0.0307737288202357,0.01856051898071,0.209838459185644,0.13442044318467,-0.0784025500227908,-0.0484513610567859,0.043766991759782,-0.102593502415797,0.00909823037786466,0.000540392578089519,-0.0657209060488294,-0.0129423463634447,0.0523380454309615,-0.187112950143881,0.190550830777421,0.14646995698412,-0.0365815293619335,-0.0365815293619335,-0.0743664093832563,0.0609931158777097,0.0199233402652409,0.222137747541834,0.196843612270565,-0.0226602209008622,0.0172497059548556,0.0518763799718964,-0.0189017873240338,-0.189567339781985,-0.0635735260247369,-0.0314050237476156,0.0134566925086597,0.018241842569946,-0.023361166796965,-0.0742487020649185,0.018272414169679,0.0473173111391466,0.0663829689636422,-0.0220294923519067,-0.0626898550630975
"1330",-0.0081650179827669,-0.0408524525178339,0.0518689081968239,0.100788900525083,0.0322992109532014,-0.0308886272724732,0.0182734811641262,0.209195902552021,0.133854633256985,-0.0784827077017718,-0.0486178451052449,0.0439307590462456,-0.102549329196525,0.00905626992936652,0.000550014774103789,-0.0656360840069474,-0.0128833034358668,0.0524158265172728,-0.186589458160293,0.190153341640941,0.145974269519652,-0.0364043459037765,-0.0364043459037765,-0.0745427445528105,0.0610760135298589,0.0197540076170199,0.221971684065489,0.196700570116523,-0.0228044813172414,0.017467069447907,0.0517100472328161,-0.0188656339644492,-0.188722214954956,-0.0638589623668611,-0.03158985623201,0.0135531818683957,0.018354857097327,-0.0233025380325852,-0.0740735895985674,0.0181026007331493,0.0474342639633292,0.0665948173367732,-0.0223077363930767,-0.0624997064082943
"1331",-0.00803478063594767,-0.0407724005334831,0.0515793218037459,0.100654506576241,0.0320618840391894,-0.0309864789850807,0.0179978082699477,0.20856690512579,0.133285496437859,-0.0785726710316874,-0.0487527679726359,0.0440808432352965,-0.102518541296065,0.00903706934139824,0.000573539276851237,-0.0655654508109673,-0.0128383848247893,0.0525004232381135,-0.186056108627014,0.18974551742593,0.145473340678644,-0.0362233479368949,-0.0362233479368949,-0.0747256955116364,0.0611460016121746,0.019576868366403,0.221778227637708,0.196568302771272,-0.0229447875559135,0.0176776052085,0.0515608823256116,-0.0188565494445613,-0.187878954963869,-0.0641287955718117,-0.0317925410477889,0.0135863832371759,0.018452721512732,-0.0232473269442066,-0.0738809827802767,0.017947566553518,0.0475658046887906,0.0667986412097308,-0.0225806941858948,-0.0623287105996828
"1332",-0.00790250577443755,-0.0406965598494676,0.0512992186414089,0.100523092511014,0.0318395319418689,-0.0310761910993532,0.0177318555101491,0.207963883866143,0.132733022147467,-0.078658915123267,-0.0488740268408001,0.0442158837846412,-0.102497988517004,0.0090305568847047,0.000604259130706123,-0.0655052690294409,-0.0127930007806341,0.052583170082054,-0.185541198648852,0.189351745933274,0.144995996788653,-0.0360493030148685,-0.0360493030148685,-0.0748799648567173,0.061196872659825,0.0193938365985804,0.22158838986321,0.19645512954453,-0.0230828000697877,0.0178832038156986,0.051409088249004,-0.0188554302987601,-0.187060782237859,-0.0643887981912673,-0.0319762943160586,0.0135996059725995,0.0185450310105943,-0.0231855202137999,-0.0736850882674791,0.0177949700961031,0.04769592705236,0.0669970699186191,-0.0228355049337157,-0.0621601081525964
"1333",-0.00775900593778905,-0.0406404560507714,0.0510385342581761,0.100386988211092,0.031644079033017,-0.0311595112988632,0.0175039017099316,0.207401629898957,0.132226112308222,-0.0787472855537876,-0.0489597590293615,0.0443344640622767,-0.102509133604238,0.00905116258266876,0.000641928347434381,-0.0654664604858524,-0.0127315869723974,0.052658478171935,-0.185044129734774,0.188992290541376,0.144567088124027,-0.0358873111968274,-0.0358873111968274,-0.0749513241387682,0.0612459223231768,0.0192229797488504,0.221395444156749,0.196369614166981,-0.0232257579734732,0.0180751311070007,0.0512314772844285,-0.0188603219374238,-0.18628102348745,-0.0646299896684447,-0.0320753102278298,0.0135784971554127,0.018612914266232,-0.023099452587852,-0.0734885557272738,0.0176375870547646,0.0478410634377,0.0671773444861349,-0.0230401276234654,-0.0620076158297634
"1334",-0.00762734093141576,-0.0406085732942021,0.0508072306071042,0.100246432249883,0.0314908046929006,-0.031239805258597,0.0173108627500186,0.20690127341619,0.131788415824776,-0.0788231330332943,-0.049028712563091,0.0444284195428373,-0.102545960606102,0.00908825413004066,0.000684300634351795,-0.0654426229256508,-0.0126394209889923,0.0527156236796458,-0.184601255080688,0.188698994475121,0.144223710708464,-0.0357521849720729,-0.0357521849720729,-0.0749016240818328,0.0612726371270067,0.0190572042125358,0.221239832383804,0.196330374782778,-0.0233744005772246,0.0182548837946216,0.0510132608498079,-0.0188482794062834,-0.185569932475769,-0.0648536328270103,-0.0320513121501476,0.0135662422368344,0.0186684178903341,-0.0229819315381687,-0.0733065479613602,0.0174626490658249,0.0479830498965774,0.0673423663597361,-0.0231776915488225,-0.0618498092984137
"1335",-0.00754522718371647,-0.0405758601660484,0.0505769752586888,0.100110065475627,0.0313370530202921,-0.0313403735228687,0.0170796373602462,0.206384845131683,0.13135623857382,-0.0788670989982056,-0.0491657145640907,0.044537659623191,-0.102538547900828,0.009078412324448,0.000707378710539486,-0.0653885347699323,-0.0125352174126401,0.0527619283255432,-0.184197621656231,0.188426402595823,0.143894730060821,-0.0356307115070378,-0.0356307115070378,-0.0748474938461732,0.0612823940761967,0.0188727108387959,0.221142305078479,0.196269910676848,-0.0235232135007608,0.018447659275859,0.0507750743243208,-0.0187885851435087,-0.184876919160774,-0.0651091095556562,-0.0320207464851491,0.0136814270966819,0.0187617873959245,-0.0228678688087619,-0.0731582107646702,0.0172683892595128,0.04807771008252,0.0675338394673285,-0.0233333724511632,-0.0616360852913231
"1336",-0.00746013989655838,-0.0405320188683134,0.0503335171523961,0.0999792643292485,0.0311555936609534,-0.0314364152003704,0.0168239993605865,0.205827705660824,0.130881730069383,-0.078914059086269,-0.0493221881725014,0.0446595629478266,-0.102505027858008,0.00904715590712079,0.000720827254620062,-0.0653155724434402,-0.0124520199913908,0.0528167952319208,-0.183762749517529,0.188114033955404,0.143509192450908,-0.0354958377610054,-0.0354958377610054,-0.074879531373744,0.0612980435430673,0.0186754767675134,0.221022203726522,0.196170311462348,-0.0236620525271967,0.0186470571472917,0.0505727511420909,-0.0187337149110135,-0.184148453081152,-0.0653728330760289,-0.0320801470624253,0.0138002103057737,0.018866246604982,-0.0227806860564835,-0.0729993339427018,0.0170876281606082,0.0481636202700645,0.0677363572761411,-0.0235352913688135,-0.0614185913952271
"1337",-0.00734658103005026,-0.0404776110687705,0.0500793142595232,0.099847411845906,0.0309551639444641,-0.0315290499427703,0.0165738455003304,0.205251741114214,0.130385369951709,-0.0789825289148228,-0.0494532478588305,0.0447953747981671,-0.102478735169956,0.0090328078555827,0.000738840927456175,-0.0652493311951141,-0.0123904965208042,0.0528828895800184,-0.18328224984204,0.187764970414413,0.14307976936085,-0.0353414938302995,-0.0353414938302995,-0.0749734222520347,0.0613577353918515,0.018507196621918,0.2208508046015,0.196049229856288,-0.0237977030180095,0.0188391458521219,0.0503954457360268,-0.0187062957714218,-0.183392350669153,-0.0656294943664835,-0.0321919252724375,0.0138650158575543,0.0189561780541033,-0.0227058259844143,-0.0728265612545343,0.016929134367014,0.0482762067228635,0.0679271360027895,-0.0237571689794407,-0.0612372834894072
"1338",-0.00721872591127572,-0.040419704093778,0.0498248652401318,0.0997141287908149,0.0307501711874608,-0.03162190272385,0.0163315302691727,0.204674302759044,0.129890259602348,-0.0790604294311052,-0.0495683315370426,0.0449383888667686,-0.102458921857588,0.00903225804047698,0.000760737950302621,-0.0651883404797023,-0.0123348120799118,0.0529502257606809,-0.182786034595388,0.187408089365693,0.142643324159398,-0.0351804940027533,-0.0351804940027533,-0.0750732577314574,0.0614403745198397,0.0183588685012687,0.220657571289934,0.195921475607515,-0.0239352562121668,0.0190236777803803,0.0502165219290775,-0.0186898328751027,-0.182633087694614,-0.0658826623223797,-0.0323012721629613,0.0139062796235114,0.0190365952631493,-0.022628390170412,-0.0726521592839929,0.0167788176489541,0.0484037935042102,0.0681077606447518,-0.023978479268354,-0.0610738614772421
"1339",-0.00707019372449443,-0.0403824234759197,0.0495931608727421,0.099576676121238,0.0305785179257994,-0.0316982968865583,0.0161361500693313,0.204150624211053,0.129442343339273,-0.0791438716491796,-0.0496319501355129,0.0450515873627429,-0.102481067919693,0.00906953799421146,0.000795743535033914,-0.0651581981446837,-0.012264151724398,0.0530110357349499,-0.182307963500425,0.187087685598015,0.142261717103578,-0.0350338834436728,-0.0350338834436728,-0.0750771204392553,0.0615037215494141,0.0182126785766187,0.220457424637408,0.195837670264209,-0.0240797254229293,0.0191942495878791,0.0500183375881707,-0.0186894695878246,-0.181912421636968,-0.0661051677533534,-0.0323232415805688,0.0138813316540994,0.0190842689607096,-0.0225232432912763,-0.0724636962197873,0.0166250399500431,0.0485524667727713,0.0682682259172776,-0.024141297970756,-0.0609315069558418
"1340",-0.00674001272067449,-0.0404148086513583,0.0493736958002819,0.0996915533044316,0.0303477516044123,-0.0314399807198974,0.0157281934975076,0.202775408625659,0.128912766054789,-0.0792497669268425,-0.0496104300854969,0.0450168342530413,-0.102274645605553,0.00926075684919364,0.000744395541167645,-0.0649644402976377,-0.0120631437747252,0.0529784898010303,-0.181810163603386,0.1868969660141,0.14185821388193,-0.0349664520835664,-0.0349664520835664,-0.0753333019017402,0.0614413874580975,0.0178829035869749,0.220274914687836,0.195870263195382,-0.0241354358463733,0.0193890889405291,0.0499321160823004,-0.018387915303771,-0.181043527598176,-0.0662754847147652,-0.0324200266438562,0.0166395258196426,0.0193313306775084,-0.0225253016832832,-0.0736226075955329,0.0164076573492005,0.047369030746594,0.0683309393796279,-0.0245717038823844,-0.0607321948835449
"1341",-0.00686149125225439,-0.0404936122554389,0.0491467489814532,0.0991943900406289,0.0301487238884746,-0.0316998980052715,0.0154852968306753,0.202820959133897,0.128473625674018,-0.0792306208590571,-0.0497006806251148,0.045427961828772,-0.102402136331344,0.00905556013010612,0.000896705066621306,-0.0649428569908859,-0.0118087321635046,0.0530436618957965,-0.18147239494914,0.186617968373952,0.141602359968192,-0.0347035069983665,-0.0347035069983665,-0.0767211942206283,0.0624045223273774,0.018681448102171,0.219946044139946,0.195708045905096,-0.0243767595795189,0.0195229362558782,0.0510477773864932,-0.018542409438958,-0.180385606378873,-0.0665955403503216,-0.0343475669795967,0.0147596586577107,0.019388987683702,-0.0222155395639193,-0.0723755578783715,0.016150683621475,0.0484634829296646,0.0684375385257345,-0.0244055162573139,-0.0606294007998837
"1342",-0.0067829462218912,-0.0404178840018725,0.0488975061428312,0.0991318264135075,0.0299834513866099,-0.0318948587182336,0.015338085283718,0.202546579809942,0.128125483722606,-0.0792655372479232,-0.0498952332028341,0.0455351458424345,-0.102417136013869,0.00907036622724561,0.00093764120516322,-0.0649158385890866,-0.0118629398450503,0.0531229193342412,-0.181021315416756,0.186282512094714,0.141237681307695,-0.034556568235083,-0.034556568235083,-0.0767054932164261,0.0624985860892689,0.0185567564107736,0.21981565809997,0.195578401087597,-0.024516641445191,0.0196977945464187,0.0505999180074497,-0.0185534897702477,-0.179800576098524,-0.0669035111524853,-0.0344816504992443,0.0141629436843682,0.0193814494859508,-0.0221100328631907,-0.0719613586481308,0.0160416283898571,0.0488974170867721,0.0687298838180694,-0.0245534625441396,-0.0603847665521963
"1343",-0.00664736491558319,-0.0403454106500854,0.0486796317282624,0.0990522470214965,0.0298521950930187,-0.0320243770744189,0.0151996951047869,0.202125674728755,0.127732089948604,-0.0793389411447438,-0.0500260762325873,0.0456020907218092,-0.102456445419364,0.0091234562339431,0.000957153530822006,-0.064901212415184,-0.0118768806062713,0.0532052479169716,-0.180559064962387,0.185964482294702,0.140860205009561,-0.034433721663838,-0.034433721663838,-0.0763237961577935,0.062357900589137,0.0182179889083256,0.219677394217546,0.19547053435098,-0.0246578800860819,0.0198651225117321,0.0500240018339518,-0.018561830107111,-0.179181732854135,-0.0671288490827807,-0.0340596775710904,0.0139271069512579,0.019371084100045,-0.0220141010426265,-0.0717097056947822,0.0159388041499848,0.0491244959549693,0.0689580358436503,-0.0247241376235622,-0.0602026935439544
"1344",-0.00651196668026815,-0.0403095542859575,0.0484928448391861,0.0989367115482204,0.0297477523909491,-0.0321185144561068,0.0150567596009082,0.201676981518129,0.127360875972151,-0.0794011416408298,-0.0501250257203142,0.0456581774603797,-0.102500322465629,0.00917078105800459,0.00096848748186643,-0.0648883008605171,-0.0118193785101564,0.0532660718391412,-0.180143158612557,0.185701044247296,0.140547033190041,-0.0343348662113085,-0.0343348662113085,-0.0758323907456954,0.0621802316758279,0.0178602714461703,0.219561837548674,0.19540266916824,-0.0248040395006177,0.0200306631094899,0.0494895835287992,-0.0185444717083639,-0.178582186496376,-0.0673301536721186,-0.0334891577210867,0.0138902376681537,0.0193847454203964,-0.0218980879941187,-0.0715261469346131,0.0157935189981179,0.049258102299157,0.0691419085688783,-0.024853478734181,-0.0600245189350631
"1345",-0.00638649888443203,-0.0403008722525748,0.0483220790132125,0.098792091758293,0.0296570938360088,-0.0322078562881083,0.0149194481904159,0.201225587080936,0.127030724378044,-0.0794544667192693,-0.0502063344424712,0.0457289245132809,-0.102547875334303,0.0092123244648842,0.00097504236051873,-0.064877059905349,-0.0117110117318263,0.053302601137558,-0.179754525305374,0.185483958440173,0.140289343455405,-0.0342482503428258,-0.0342482503428258,-0.0753352754747401,0.062069477148381,0.0175740043852487,0.219458334987601,0.195353345834211,-0.0249605729415258,0.02018853166018,0.0490030427878607,-0.01849574110719,-0.178001867353419,-0.0675305599521119,-0.0329049877947269,0.0139631080263284,0.0194114320410242,-0.0217534305425795,-0.071384881642102,0.0156142010621788,0.049362855070125,0.0692918706502969,-0.024939042883591,-0.0598498557491959
"1346",-0.00631334545474472,-0.0402712381122947,0.0481256012059248,0.0986412986466299,0.0295211527444523,-0.0323270251390906,0.0147120984936818,0.200703633900965,0.126669787198457,-0.0794931745442922,-0.0503629015244083,0.0458657380093007,-0.10252310209656,0.009189542881214,0.000962271318093648,-0.0648189156503232,-0.0115990933463947,0.0533328504849561,-0.179360319801666,0.185245468027903,0.139989837850675,-0.0341479334903749,-0.0341479334903749,-0.0750164090269659,0.06206113649556,0.0173634503035097,0.219375422843987,0.195248260772589,-0.025115136544229,0.0203581792000077,0.0485823017670637,-0.0183989960220694,-0.177388537461019,-0.0677843478720613,-0.0324903470594432,0.0142115708797524,0.0194970458761693,-0.0216271517265046,-0.0712960670996597,0.0154223478917401,0.0494235129311365,0.0694524106537769,-0.0250810042096306,-0.0596370097612428
"1347",-0.00620211792776577,-0.0402408494061484,0.0479144033129813,0.0984971097712724,0.0293566314649633,-0.0324094677476224,0.0144918445773945,0.200142949695538,0.126246960903446,-0.0795457481054987,-0.0504940274600973,0.045991503538097,-0.102487263051904,0.00916684669314261,0.000957144455344669,-0.0647559482985078,-0.0115146505155299,0.0533755797807872,-0.178910820825029,0.184950935717453,0.139620570371664,-0.0340286811689362,-0.0340286811689362,-0.0748469855178043,0.0620528539751901,0.0171361118441611,0.219227932781185,0.195116226080489,-0.0252613145422259,0.0205365516037339,0.0482708583125533,-0.0183405603491542,-0.176707567113236,-0.0680273026969303,-0.0322783988689699,0.0143692389795235,0.0195740902789124,-0.0215292809197859,-0.0711566360775948,0.0152494321210223,0.049498431431158,0.0696251815304445,-0.0252614203965538,-0.0594353542581081
"1348",-0.00610042148370147,-0.0401794607898583,0.0476721990093584,0.0983637670694587,0.0291438057838685,-0.0324978109135654,0.0142174111623058,0.199523979119187,0.125758004109874,-0.0796032366529542,-0.0506590066531723,0.0461537768771505,-0.102407023650682,0.00911760861595935,0.000949424985721222,-0.0646658855776612,-0.0114673652854953,0.0534329970676297,-0.178420933035354,0.18459292041723,0.139168545687995,-0.0338815826914577,-0.0338815826914577,-0.0748740130331952,0.0620974894115085,0.0169367863356819,0.219051743232528,0.194932936195017,-0.0253940329588265,0.020723001553751,0.0480366014535537,-0.0182908338656537,-0.17597242146408,-0.0682980705642973,-0.0322771540077115,0.0145485885676682,0.0196798003819047,-0.0214691037352976,-0.0710168919625156,0.0150991407799129,0.0495652379995692,0.0698149173021512,-0.0255148688129151,-0.0592286340240349
