ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED
NO	2014	01-JUL-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	6.0808	BIFENTHRIN	.4803832
NO	2014	01-JUL-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.7837	BIFENTHRIN	.1409123
NO	2014	01-OCT-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.3513	BIFENTHRIN	.1067527
NO	2014	01-DEC-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	10.3576	BIFENTHRIN	.8182504
NO	2014	01-SEP-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.4999	BIFENTHRIN	.1184921
NO	2014	01-JUN-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	5.0673	BIFENTHRIN	.4003167
NO	2014	01-JUN-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	2.5945	BIFENTHRIN	.2049655
NO	2014	01-NOV-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	7.5334	BIFENTHRIN	.5951386
NO	2014	01-SEP-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	148.2086	BIFENTHRIN	11.7084794
NO	2014	01-NOV-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.4054	BIFENTHRIN	.0320266
NO	2014	01-SEP-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	5.4051	BIFENTHRIN	.4270029
NO	2014	01-AUG-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.2162	BIFENTHRIN	.0960798
NO	2014	01-DEC-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.9797	BIFENTHRIN	.0773963
NO	2014	01-DEC-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.2565	BIFENTHRIN	.3362635
NO	2014	01-JUN-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.2027	BIFENTHRIN	.0160133
NO	2014	01-MAR-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.3241	BIFENTHRIN	.3416039
NO	2014	01-MAR-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.8986	BIFENTHRIN	.0709894
NO	2014	01-MAR-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	2.7161	BIFENTHRIN	.2145719
NO	2014	01-MAY-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	3.3106	BIFENTHRIN	.2615374
NO	2014	01-APR-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	2.0404	BIFENTHRIN	.1611916
NO	2014	01-APR-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.3241	BIFENTHRIN	.3416039
NO	2014	01-AUG-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.3241	BIFENTHRIN	.3416039
NO	2014	01-AUG-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	5.6078	BIFENTHRIN	.4430162
NO	2014	01-AUG-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	5.4051	BIFENTHRIN	.4270029
NO	2014	01-OCT-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.358	BIFENTHRIN	.107282
NO	2014	01-NOV-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	114.7914	BIFENTHRIN	9.0685206
NO	2014	01-NOV-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	6.4862	BIFENTHRIN	.5124098
NO	2014	01-OCT-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.0538	BIFENTHRIN	.3202502
NO	2014	01-DEC-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	134.1337	BIFENTHRIN	10.5965623
NO	2014	01-DEC-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.804	BIFENTHRIN	.142516
NO	2014	01-OCT-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	142.8305	BIFENTHRIN	11.2836095
NO	2014	01-NOV-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.8729	BIFENTHRIN	.1479591
NO	2014	01-OCT-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	12.3034	BIFENTHRIN	.9719686
NO	2014	01-OCT-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	5.6754	BIFENTHRIN	.4483566
NO	2014	01-SEP-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.0608	BIFENTHRIN	.0048032
NO	2014	01-SEP-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	5.0673	BIFENTHRIN	.4003167
NO	2014	01-DEC-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.5944	BIFENTHRIN	.3629576
NO	2014	01-FEB-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.0945	BIFENTHRIN	.0864655
NO	2014	01-MAR-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	122.4262	BIFENTHRIN	9.6716698
NO	2014	01-MAY-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	3.8012	BIFENTHRIN	.3002948
NO	2014	01-MAY-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	3.8512	BIFENTHRIN	.3042448
NO	2014	01-JUN-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	137.5605	BIFENTHRIN	10.8672795
NO	2014	01-AUG-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.4459	BIFENTHRIN	.1142261
NO	2014	01-AUG-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	2.2296	BIFENTHRIN	.1761384
NO	2014	01-JUL-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.4729	BIFENTHRIN	.0373591
NO	2014	01-SEP-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	12.6007	BIFENTHRIN	.9954553
NO	2014	01-OCT-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	2.9593	BIFENTHRIN	.2337847
NO	2014	01-OCT-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.9594	BIFENTHRIN	.1547926
NO	2014	01-DEC-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	77.969	BIFENTHRIN	6.159551
NO	2014	01-JUN-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.2703	BIFENTHRIN	.0213537
NO	2014	01-OCT-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.3241	BIFENTHRIN	.3416039
NO	2014	01-NOV-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	20.33	BIFENTHRIN	1.60607
NO	2014	01-DEC-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	20.9787	BIFENTHRIN	1.6573173
NO	2014	01-DEC-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	6.0384	BIFENTHRIN	.4770336
NO	2014	01-AUG-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	12.5669	BIFENTHRIN	.9927851
NO	2014	01-APR-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.0466	BIFENTHRIN	.0826814
NO	2014	01-JUL-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	5.9456	BIFENTHRIN	.4697024
NO	2014	01-MAY-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.8783	BIFENTHRIN	.0693857
NO	2014	01-JUN-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.3241	BIFENTHRIN	.3416039
NO	2014	01-JUL-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	169.2481	BIFENTHRIN	13.3705999
NO	2014	01-AUG-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	136.9524	BIFENTHRIN	10.8192396
NO	2014	01-SEP-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	6.4862	BIFENTHRIN	.5124098
NO	2014	01-NOV-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.7432	BIFENTHRIN	.1377128
NO	2014	01-DEC-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.7432	BIFENTHRIN	.0587128
NO	2014	01-NOV-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	12.2426	BIFENTHRIN	.9671654
NO	2014	01-OCT-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	9.0163	BIFENTHRIN	.7122877
NO	2014	01-NOV-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.8646	BIFENTHRIN	.3843034
NO	2014	01-NOV-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	3.7194	BIFENTHRIN	.2938326
NO	2014	01-SEP-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	12.7021	BIFENTHRIN	1.0034659
NO	2014	01-NOV-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	12.5669	BIFENTHRIN	.9927851
NO	2014	01-OCT-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	13.5669	BIFENTHRIN	1.0717851
NO	2014	01-SEP-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.9594	BIFENTHRIN	.1547926
NO	2014	01-OCT-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	15.9451	BIFENTHRIN	1.2596629
NO	2014	01-DEC-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	12.4318	BIFENTHRIN	.9821122
NO	2014	01-MAY-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	147.2222	BIFENTHRIN	11.6305538
NO	2014	01-JUN-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.7472	BIFENTHRIN	.1380288
NO	2014	01-JAN-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	131.8176	BIFENTHRIN	10.4135904
NO	2014	01-JAN-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.3241	BIFENTHRIN	.3416039
NO	2014	01-MAR-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	3.0404	BIFENTHRIN	.2401916
NO	2014	01-JAN-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.0944	BIFENTHRIN	.3234576
NO	2014	01-APR-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	130.3987	BIFENTHRIN	10.3014973
NO	2014	01-MAY-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.3241	BIFENTHRIN	.3416039
NO	2014	01-JUN-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	79.5635	BIFENTHRIN	6.2855165
NO	2014	01-SEP-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	5.6889	BIFENTHRIN	.4494231
NO	2014	01-DEC-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.3241	BIFENTHRIN	.3416039
NO	2014	01-NOV-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	2.5809	BIFENTHRIN	.2038911
NO	2014	01-OCT-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	2522.05	BIFENTHRIN	5.0441
NO	2014	01-NOV-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	1454.9	BIFENTHRIN	2.9098
NO	2014	01-DEC-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	.875	BIFENTHRIN	.00175
NO	2014	01-JUL-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	1957.51	BIFENTHRIN	3.91502
NO	2014	01-APR-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	877.23	BIFENTHRIN	1.75446
NO	2014	01-FEB-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	621.05	BIFENTHRIN	1.2421
NO	2014	01-JUN-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	1680.45	BIFENTHRIN	3.3609
NO	2014	01-SEP-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	1835.71	BIFENTHRIN	3.67142
NO	2014	01-AUG-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	1731.35	BIFENTHRIN	3.4627
NO	2014	01-JAN-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	891.4	BIFENTHRIN	1.7828
NO	2014	01-MAY-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	1249.37	BIFENTHRIN	2.49874
NO	2014	01-NOV-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	.1313	BIFENTHRIN	.0002626
NO	2014	01-MAR-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	569.32	BIFENTHRIN	1.13864
NO	2014	01-DEC-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BIFENTHRIN 0.2% GRANULE INSECTICIDE	1489.8	BIFENTHRIN	2.9796
NO	2014	01-AUG-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	143.9371	BIFENTHRIN	11.3710309
NO	2014	01-JAN-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	74.4791	BIFENTHRIN	5.8838489
NO	2014	01-OCT-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	140.8858	BIFENTHRIN	11.1299782
NO	2014	01-NOV-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	52.3091	BIFENTHRIN	4.1324189
NO	2014	01-SEP-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	162.5068	BIFENTHRIN	12.8380372
NO	2014	01-DEC-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	15.6927	BIFENTHRIN	1.2397233
NO	2014	01-MAR-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	97.1205	BIFENTHRIN	7.6725195
NO	2014	01-MAY-14	SACRAMENTO	34	STRUCTURAL PEST CONTROL	BISECT L	159.717	BIFENTHRIN	12.617643
