ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED
NO	2014	01-SEP-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	3.716	BIFENTHRIN	.293564
NO	2014	01-AUG-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.1622	BIFENTHRIN	.0128138
NO	2014	01-AUG-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.081	BIFENTHRIN	.085399
NO	2014	01-SEP-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.1757	BIFENTHRIN	.0138803
NO	2014	01-OCT-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.081	BIFENTHRIN	.085399
NO	2014	01-JUN-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.7229	BIFENTHRIN	.1361091
NO	2014	01-AUG-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	1.5202	BIFENTHRIN	.1200958
NO	2014	01-OCT-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	3.7498	BIFENTHRIN	.2962342
NO	2014	01-DEC-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	4.3241	BIFENTHRIN	.3416039
NO	2014	01-JAN-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.1689	BIFENTHRIN	.0133431
NO	2014	01-APR-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	.0946	BIFENTHRIN	.0074734
NO	2014	01-MAY-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN I/T INSECTICIDE/TERMITICIDE	2.1621	BIFENTHRIN	.1708059
NO	2014	01-FEB-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	538.9	BIFENTHRIN	1.0778
NO	2014	01-JUN-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	881.7	BIFENTHRIN	1.7634
NO	2014	01-JUL-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	1225.35	BIFENTHRIN	2.4507
NO	2014	01-APR-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	565.8	BIFENTHRIN	1.1316
NO	2014	01-JAN-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	454.25	BIFENTHRIN	.9085
NO	2014	01-SEP-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	1185.05	BIFENTHRIN	2.3701
NO	2014	01-OCT-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	995.65	BIFENTHRIN	1.9913
NO	2014	01-MAR-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	451.75	BIFENTHRIN	.9035
NO	2014	01-MAY-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	1169.17	BIFENTHRIN	2.33834
NO	2014	01-NOV-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	700.4	BIFENTHRIN	1.4008
NO	2014	01-JUL-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFEN L/P INSECTICIDE GRANULES	1002.3	BIFENTHRIN	2.0046
NO	2014	01-DEC-14	PLACER	31	STRUCTURAL PEST CONTROL	BIFENTHRIN 0.2% GRANULE INSECTICIDE	1026.95	BIFENTHRIN	2.0539
NO	2014	01-JAN-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	17.4364	BIFENTHRIN	1.3774756
NO	2014	01-JUN-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	.8718	BIFENTHRIN	.0688722
NO	2014	01-DEC-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	.9536	BIFENTHRIN	.0753344
NO	2014	01-APR-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	11.5788	BIFENTHRIN	.9147252
NO	2014	01-AUG-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	3.1331	BIFENTHRIN	.2475149
NO	2014	01-SEP-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	2.6563	BIFENTHRIN	.2098477
NO	2014	01-JUN-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	13.0773	BIFENTHRIN	1.0331067
NO	2014	01-MAR-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	52.3091	BIFENTHRIN	4.1324189
NO	2014	01-JUL-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	2.2477	BIFENTHRIN	.1775683
NO	2014	01-JUL-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	52.3091	BIFENTHRIN	4.1324189
NO	2014	01-MAY-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	17.4364	BIFENTHRIN	1.3774756
NO	2014	01-APR-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	34.8727	BIFENTHRIN	2.7549433
NO	2014	01-MAY-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	.5231	BIFENTHRIN	.0413249
NO	2014	01-OCT-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	43.5909	BIFENTHRIN	3.4436811
NO	2014	01-MAY-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	11.3404	BIFENTHRIN	.8958916
NO	2014	01-MAR-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	.6975	BIFENTHRIN	.0551025
NO	2014	01-NOV-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	.2724	BIFENTHRIN	.0215196
NO	2014	01-FEB-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	26.1545	BIFENTHRIN	2.0662055
NO	2014	01-JUL-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	.5231	BIFENTHRIN	.0413249
NO	2014	01-NOV-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	.8718	BIFENTHRIN	.0688722
NO	2014	01-OCT-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	.9536	BIFENTHRIN	.0753344
NO	2014	01-SEP-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	.5231	BIFENTHRIN	.0413249
NO	2014	01-AUG-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	.8718	BIFENTHRIN	.0688722
NO	2014	01-SEP-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	34.8727	BIFENTHRIN	2.7549433
NO	2014	01-FEB-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	6.9473	BIFENTHRIN	.5488367
NO	2014	01-JUN-14	PLACER	31	STRUCTURAL PEST CONTROL	BISECT L	26.1545	BIFENTHRIN	2.0662055
NO	2014	01-OCT-14	PLACER	31	STRUCTURAL PEST CONTROL	BITHOR SC	.1212	BIFENTHRIN	.004848
NO	2014	01-AUG-14	PLACER	31	STRUCTURAL PEST CONTROL	BITHOR SC	1.2274	BIFENTHRIN	.049096
NO	2014	01-SEP-14	PLACER	31	STRUCTURAL PEST CONTROL	BITHOR SC	2.6672	BIFENTHRIN	.106688
NO	2014	01-JUL-14	PLACER	31	STRUCTURAL PEST CONTROL	BITHOR SC	1.6217	BIFENTHRIN	.064868
NO	2014	01-OCT-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	4	BIFENTHRIN	.008
NO	2014	01-SEP-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	6	BIFENTHRIN	.012
NO	2014	01-DEC-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	127	BIFENTHRIN	.254
NO	2014	01-JUN-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	2	BIFENTHRIN	.004
NO	2014	01-DEC-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.5	BIFENTHRIN	.001
NO	2014	01-NOV-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.02	BIFENTHRIN	.00004
NO	2014	01-MAY-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.75	BIFENTHRIN	.0015
NO	2014	01-JUL-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.09	BIFENTHRIN	.00018
NO	2014	01-DEC-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	35	BIFENTHRIN	.07
NO	2014	01-AUG-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.2	BIFENTHRIN	.0004
NO	2014	01-JUL-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	6	BIFENTHRIN	.012
NO	2014	01-SEP-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	20	BIFENTHRIN	.04
NO	2014	01-NOV-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	122.25	BIFENTHRIN	.2445
NO	2014	01-JUN-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	5.5	BIFENTHRIN	.011
NO	2014	01-APR-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	33.5	BIFENTHRIN	.067
NO	2014	01-MAR-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	6.62	BIFENTHRIN	.01324
NO	2014	01-APR-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	1.2	BIFENTHRIN	.0024
NO	2014	01-JUL-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	3.875	BIFENTHRIN	.00775
NO	2014	01-JAN-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	4	BIFENTHRIN	.008
NO	2014	01-JAN-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	5.375	BIFENTHRIN	.01075
NO	2014	01-FEB-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	57	BIFENTHRIN	.114
NO	2014	01-APR-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	1.75	BIFENTHRIN	.0035
NO	2014	01-MAY-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	3.74	BIFENTHRIN	.00748
NO	2014	01-FEB-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	3.1563	BIFENTHRIN	.0063126
NO	2014	01-NOV-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.1875	BIFENTHRIN	.000375
NO	2014	01-JAN-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	23	BIFENTHRIN	.046
NO	2014	01-MAR-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.53	BIFENTHRIN	.00106
NO	2014	01-NOV-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	24	BIFENTHRIN	.048
NO	2014	01-OCT-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	101.5	BIFENTHRIN	.203
NO	2014	01-AUG-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	1	BIFENTHRIN	.002
NO	2014	01-DEC-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	102.5	BIFENTHRIN	.205
NO	2014	01-MAR-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	4.5	BIFENTHRIN	.009
NO	2014	01-MAY-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	5	BIFENTHRIN	.01
NO	2014	01-SEP-14	PLACER	31	STRUCTURAL PEST CONTROL	LESCO CROSSCHECK EZ GRANULAR INSECTICIDE	.2	BIFENTHRIN	.0004
